Date,Silver_Price,Open,High,Low,Volume,Change_Percent
2016-05-25,17,16,16,16,0.21K,0.06%
2016-05-24,17,16,16,16,0.01K,-0.97%
2016-05-23,17,16,16,16,0.02K,5.23%
2016-05-22,17,17,17,16,-,-5.51%
2016-05-20,17,16,16,16,0.00K,0.27%
2016-05-19,17,17,17,16,0.08K,-3.54%
2016-05-18,18,17,17,17,0.08K,-0.62%
2016-05-17,18,17,17,17,0.07K,0.52%
2016-05-16,18,17,17,17,0.03K,5.39%
2016-05-15,17,17,17,17,-,-4.97%
2016-05-13,18,17,17,17,0.05K,0.16%
2016-05-12,18,17,17,17,0.04K,-1.20%
2016-05-11,18,17,18,17,0.06K,1.30%
2016-05-10,18,17,17,17,0.19K,0.03%
2016-05-09,18,17,17,17,0.37K,3.14%
2016-05-08,17,17,17,17,-,-5.36%
2016-05-06,18,17,18,17,0.13K,1.08%
2016-05-05,18,17,18,17,0.24K,0.15%
2016-05-04,18,17,17,17,0.42K,-1.11%
2016-05-03,18,18,18,17,0.45K,-1.00%
2016-05-02,19,18,18,18,1.12K,4.07%
2016-05-01,18,18,18,18,-,-4.52%
2016-04-29,19,18,18,18,4.87K,1.32%
2016-04-28,18,17,18,17,24.30K,1.40%
2016-04-27,18,17,17,17,60.51K,0.99%
2016-04-26,18,17,17,17,0.00K,0.56%
2016-04-25,18,17,17,17,0.00K,5.33%
2016-04-24,17,17,17,17,-,-4.50%
2016-04-22,18,17,17,17,0.01K,-1.06%
2016-04-21,18,17,17,17,0.05K,-0.17%
2016-04-20,18,17,17,17,0.00K,1.56%
2016-04-19,18,17,17,17,107.56K,3.91%
2016-04-18,17,16,16,16,0.00K,5.24%
2016-04-17,16,16,16,16,-,-5.29%
2016-04-15,17,16,16,16,0.04K,0.82%
2016-04-14,17,16,16,16,0.00K,-0.90%
2016-04-13,17,16,16,16,0.00K,0.64%
2016-04-12,17,16,16,16,0.01K,1.52%
2016-04-11,17,15,16,15,0.01K,9.27%
2016-04-10,15,15,15,15,-,-5.14%
2016-04-08,16,15,15,15,43.34K,1.43%
2016-04-07,16,15,15,15,0.01K,0.55%
2016-04-06,16,15,15,15,41.55K,-0.46%
2016-04-05,16,15,15,15,0.01K,0.86%
2016-04-04,16,15,15,15,0.00K,5.51%
2016-04-03,15,15,15,15,-,-5.77%
2016-04-01,16,15,15,15,71.49K,-2.54%
2016-03-31,16,15,15,15,0.04K,1.45%
2016-03-30,16,15,15,15,0.04K,-0.29%
2016-03-29,16,15,15,15,0.01K,0.23%
2016-03-28,16,15,15,15,0.09K,5.99%
2016-03-27,15,15,15,15,-,0.13%
2016-03-25,15,15,15,15,-,-5.82%
2016-03-24,16,15,15,15,0.07K,-0.44%
2016-03-23,16,16,16,15,0.22K,-3.65%
2016-03-22,17,16,16,16,0.05K,0.26%
2016-03-21,17,16,16,16,0.02K,6.22%
2016-03-20,16,16,16,16,-,-5.61%
2016-03-18,17,16,16,16,0.12K,-1.34%
2016-03-17,17,16,16,16,0.38K,5.03%
2016-03-16,16,15,16,15,0.17K,-0.23%
2016-03-15,16,15,15,15,0.26K,-1.17%
2016-03-14,16,16,16,15,0.28K,5.48%
2016-03-13,16,16,16,15,-,-5.68%
2016-03-11,16,16,16,16,0.38K,0.41%
2016-03-10,16,15,16,15,0.57K,1.18%
2016-03-09,16,15,15,15,0.16K,-0.12%
2016-03-08,16,16,16,15,0.91K,-1.57%
2016-03-07,16,16,16,16,0.93K,5.60%
2016-03-06,16,16,16,16,-,-5.60%
2016-03-04,17,15,16,15,0.91K,3.51%
2016-03-03,16,15,15,15,0.68K,0.79%
2016-03-02,16,15,15,15,0.81K,1.85%
2016-03-01,16,15,15,15,0.92K,-0.94%
2016-02-29,16,15,15,15,1.60K,6.43%
2016-02-28,15,15,15,15,-,-4.79%
2016-02-26,16,15,15,15,23.34K,-2.95%
2016-02-25,16,15,15,15,0.00K,-0.81%
2016-02-24,16,15,15,15,83.78K,0.34%
2016-02-23,16,15,15,15,59.96K,0.38%
2016-02-22,16,15,15,15,0.00K,4.24%
2016-02-21,15,15,15,15,-,-5.14%
2016-02-19,16,15,15,15,50.79K,-0.34%
2016-02-18,16,15,15,15,62.25K,0.49%
2016-02-17,16,15,15,15,0.00K,0.30%
2016-02-16,16,15,15,15,0.01K,4.98%
2016-02-15,15,16,16,15,-,-2.51%
2016-02-14,16,16,16,16,-,-4.89%
2016-02-12,17,16,16,16,0.00K,0.06%
2016-02-11,17,15,16,15,0.06K,2.93%
2016-02-10,16,15,15,15,0.00K,-1.14%
2016-02-09,16,15,15,15,0.02K,-0.02%
2016-02-08,16,15,15,15,0.06K,8.67%
2016-02-07,15,15,15,15,-,-4.17%
2016-02-05,16,15,15,15,0.01K,-0.47%
2016-02-04,16,15,15,15,0.02K,0.75%
2016-02-03,16,14,15,14,0.05K,2.92%
2016-02-02,15,14,14,14,0.00K,-0.43%
2016-02-01,15,14,14,14,0.01K,6.53%
2016-01-31,14,14,14,14,-,-5.46%
2016-01-29,15,14,14,14,0.03K,0.02%
2016-01-28,15,14,14,14,0.03K,-1.52%
2016-01-27,15,14,14,14,37.69K,-0.71%
2016-01-26,15,14,14,14,0.00K,2.01%
2016-01-25,15,14,14,14,0.01K,7.54%
2016-01-24,14,14,14,14,-,-5.71%
2016-01-22,15,14,14,14,0.01K,-0.23%
2016-01-21,15,14,14,14,0.00K,-0.46%
2016-01-20,15,14,14,14,0.00K,0.01%
2016-01-19,15,14,14,14,0.00K,7.94%
2016-01-18,14,14,14,14,-,-0.07%
2016-01-17,14,14,14,14,-,-5.87%
2016-01-15,15,14,14,14,44.61K,0.53%
2016-01-14,15,14,14,14,0.00K,-3.02%
2016-01-13,15,14,14,14,0.02K,2.74%
2016-01-12,15,14,14,14,0.02K,-0.80%
2016-01-11,15,15,15,15,0.00K,6.64%
2016-01-10,14,14,14,14,-,-6.67%
2016-01-08,15,14,14,14,0.01K,-2.77%
2016-01-07,15,14,14,14,0.29K,2.41%
2016-01-06,15,14,14,14,0.11K,-0.02%
2016-01-05,15,14,14,14,0.00K,0.86%
2016-01-04,15,15,15,15,0.00K,7.13%
2016-01-03,14,14,14,14,-,-6.43%
2015-12-31,15,14,14,14,0.01K,-0.35%
2015-12-30,15,14,14,14,0.11K,-0.53%
2015-12-29,15,14,14,14,0.01K,0.31%
2015-12-28,15,14,14,14,0.01K,4.11%
2015-12-27,14,14,14,14,-,-7.03%
2015-12-24,15,14,14,14,0.00K,0.61%
2015-12-23,15,14,14,14,0.07K,-0.18%
2015-12-22,15,14,14,14,0.04K,-0.04%
2015-12-21,15,14,14,14,0.02K,9.27%
2015-12-20,14,14,14,14,-,-7.11%
2015-12-18,15,14,14,14,0.02K,2.66%
2015-12-17,15,14,14,14,0.15K,-3.58%
2015-12-16,15,14,14,14,0.02K,3.36%
2015-12-15,15,14,14,14,0.00K,0.53%
2015-12-14,15,14,14,14,0.09K,5.57%
2015-12-13,14,14,14,14,-,-6.47%
2015-12-11,15,14,14,14,0.02K,-1.76%
2015-12-10,15,14,14,14,0.01K,-0.52%
2015-12-09,15,14,14,14,0.04K,0.49%
2015-12-08,15,14,14,14,0.07K,-1.44%
2015-12-07,15,14,15,14,0.06K,6.41%
2015-12-06,14,15,15,14,-,-7.23%
2015-12-04,16,14,15,14,0.09K,3.02%
2015-12-03,15,14,14,14,0.50K,0.54%
2015-12-02,15,14,14,14,0.21K,-0.49%
2015-12-01,15,14,14,14,0.28K,-0.44%
2015-11-30,15,14,14,14,1.62K,8.29%
2015-11-29,14,14,14,14,-,-7.40%
2015-11-27,15,14,14,14,17.23K,6.51%
2015-11-26,14,14,14,14,-,-6.89%
2015-11-25,15,14,14,14,0.00K,-0.05%
2015-11-24,15,16,16,16,0.00K,0.84%
2015-11-23,15,14,14,14,0.00K,7.35%
2015-11-22,14,14,14,14,-,-7.23%
2015-11-20,15,14,14,14,0.00K,-0.81%
2015-11-19,15,14,14,14,0.03K,0.78%
2015-11-18,15,14,14,14,0.01K,-0.54%
2015-11-17,15,14,14,14,0.00K,-0.34%
2015-11-16,15,14,14,14,0.00K,6.96%
2015-11-15,14,14,14,14,-,-6.31%
2015-11-13,15,14,14,14,39.52K,-0.29%
2015-11-12,15,14,14,14,0.02K,-0.29%
2015-11-11,15,14,14,14,0.01K,-0.56%
2015-11-10,16,14,14,14,0.00K,-0.41%
2015-11-09,16,14,14,14,50.39K,5.86%
2015-11-08,15,15,15,15,-,-7.16%
2015-11-06,16,15,15,15,0.01K,-1.73%
2015-11-05,16,15,15,15,42.80K,-0.57%
2015-11-04,16,15,15,15,0.00K,-1.10%
2015-11-03,16,15,15,15,0.00K,-1.02%
2015-11-02,17,15,15,15,0.00K,6.85%
2015-11-01,16,16,16,15,-,-7.31%
2015-10-30,17,16,16,16,0.02K,0.10%
2015-10-29,17,16,16,16,0.03K,-4.02%
2015-10-28,17,16,16,16,0.02K,2.55%
2015-10-27,17,16,16,16,0.01K,-0.25%
2015-10-26,17,17,17,17,0.00K,7.46%
2015-10-25,16,16,16,16,-,-6.49%
2015-10-23,17,16,16,16,0.01K,-0.07%
2015-10-22,17,16,16,16,33.50K,0.76%
2015-10-21,17,16,16,16,0.01K,-1.22%
2015-10-20,17,16,16,16,0.01K,0.42%
2015-10-19,17,16,16,16,0.00K,5.89%
2015-10-18,16,16,16,16,-,-7.07%
2015-10-16,17,16,16,16,0.01K,-0.29%
2015-10-15,17,16,16,16,0.02K,0.26%
2015-10-14,17,16,16,16,0.02K,1.15%
2015-10-13,17,16,16,16,0.02K,0.24%
2015-10-12,17,16,16,16,0.01K,7.68%
2015-10-11,16,16,16,16,-,-6.84%
2015-10-09,17,17,17,17,0.00K,0.34%
2015-10-08,17,16,16,16,0.01K,-1.89%
2015-10-07,17,16,16,16,0.01K,0.64%
2015-10-06,17,16,16,16,0.04K,1.63%
2015-10-05,17,15,16,15,0.01K,10.59%
2015-10-04,15,15,15,15,-,-7.10%
2015-10-02,16,14,15,14,0.00K,4.66%
2015-10-01,16,15,15,14,0.02K,-0.06%
2015-09-30,16,14,14,14,0.01K,-0.38%
2015-09-29,16,15,15,15,0.02K,0.14%
2015-09-28,16,15,15,15,0.05K,3.95%
2015-09-27,15,15,15,15,-,-7.23%
2015-09-25,16,15,15,15,0.02K,-0.10%
2015-09-24,16,15,15,15,0.19K,2.15%
2015-09-23,16,15,15,15,0.01K,0.07%
2015-09-22,16,15,15,15,0.04K,-2.91%
2015-09-21,16,16,16,16,0.00K,8.37%
2015-09-20,15,15,15,15,-,-7.38%
2015-09-18,16,16,16,16,0.00K,0.98%
2015-09-17,16,15,15,15,0.03K,0.61%
2015-09-16,16,16,16,16,0.00K,3.63%
2015-09-15,16,14,14,14,0.02K,-0.24%
2015-09-14,16,15,15,14,0.03K,7.40%
2015-09-13,15,15,15,15,-,-7.72%
2015-09-11,16,15,15,14,0.05K,-0.96%
2015-09-10,16,15,15,15,0.16K,0.53%
2015-09-09,16,15,15,15,0.09K,-1.22%
2015-09-08,16,15,15,14,0.23K,10.11%
2015-09-07,15,15,15,14,-,-0.72%
2015-09-06,15,15,15,15,-,-7.19%
2015-09-04,16,15,15,15,0.12K,-1.12%
2015-09-03,16,15,15,15,0.12K,0.25%
2015-09-02,16,15,15,14,0.38K,0.26%
2015-09-01,16,15,15,15,0.78K,0.24%
2015-08-31,16,15,15,14,1.44K,8.82%
2015-08-30,15,15,15,15,-,-7.87%
2015-08-28,16,14,15,14,13.21K,0.75%
2015-08-27,16,14,14,14,0.01K,2.41%
2015-08-26,15,15,15,14,0.04K,-3.63%
2015-08-25,16,15,15,15,0.01K,-0.93%
2015-08-24,16,15,15,15,0.01K,4.38%
2015-08-23,15,15,15,15,-,-7.42%
2015-08-21,17,15,15,15,17.64K,-1.32%
2015-08-20,17,15,16,15,0.25K,2.05%
2015-08-19,16,15,15,15,13.46K,2.41%
2015-08-18,16,16,16,16,0.00K,-3.14%
2015-08-17,17,15,15,15,6.79K,9.12%
2015-08-16,15,15,15,15,-,-7.89%
2015-08-14,17,15,15,15,0.00K,-1.07%
2015-08-13,17,15,15,15,11.73K,-0.46%
2015-08-12,17,15,16,15,0.00K,1.15%
2015-08-11,17,15,15,15,0.02K,-0.08%
2015-08-10,17,15,15,15,0.01K,12.60%
2015-08-09,15,15,15,15,-,-8.57%
2015-08-07,16,15,15,15,0.02K,0.96%
2015-08-06,16,15,15,15,32.73K,0.82%
2015-08-05,16,15,15,15,0.00K,0.04%
2015-08-04,16,15,15,15,0.12K,0.28%
2015-08-03,16,15,15,14,0.13K,7.26%
2015-08-02,15,15,15,15,-,-8.15%
2015-07-31,16,15,15,15,0.10K,0.22%
2015-07-30,16,15,15,15,0.04K,8.42%
2015-07-29,15,15,15,15,0.01K,0.70%
2015-07-28,15,15,15,15,0.17K,0.25%
2015-07-27,15,15,15,15,0.02K,-0.42%
2015-07-26,15,15,15,15,-,1.23%
2015-07-24,14,15,15,14,0.03K,-1.40%
2015-07-23,15,15,15,15,0.17K,-0.21%
2015-07-22,15,15,15,15,0.01K,-0.37%
2015-07-21,15,15,15,15,0.10K,0.16%
2015-07-20,15,15,15,14,0.05K,-0.53%
2015-07-19,15,15,15,15,-,0.02%
2015-07-17,15,15,15,15,0.06K,-0.96%
2015-07-16,15,15,15,15,0.01K,-0.43%
2015-07-15,15,15,15,15,0.09K,-1.75%
2015-07-14,15,15,15,15,0.03K,-0.91%
2015-07-13,15,15,15,15,0.15K,-1.15%
2015-07-12,16,16,16,15,-,0.95%
2015-07-10,15,15,16,15,0.05K,0.80%
2015-07-09,15,15,15,15,0.37K,1.31%
2015-07-08,15,15,15,15,0.11K,1.32%
2015-07-07,15,16,16,15,1.04K,-4.93%
2015-07-06,16,16,16,15,0.09K,0.26%
2015-07-05,16,16,16,16,-,0.20%
2015-07-03,16,16,16,16,-,0.75%
2015-07-02,16,15,16,15,0.26K,-0.10%
2015-07-01,16,16,16,15,0.22K,0.01%
2015-06-30,16,16,16,15,1.99K,-0.72%
2015-06-29,16,16,16,16,19.51K,-1.66%
2015-06-28,16,16,16,16,-,1.23%
2015-06-26,16,16,16,16,0.00K,-0.44%
2015-06-25,16,16,16,16,0.00K,-0.27%
2015-06-24,16,16,16,16,0.02K,0.74%
2015-06-23,16,16,16,16,0.00K,-2.51%
2015-06-22,16,16,16,16,0.00K,0.37%
2015-06-21,16,16,16,16,-,-0.16%
2015-06-19,16,16,16,16,12.66K,-0.27%
2015-06-18,16,16,16,16,0.05K,1.30%
2015-06-17,16,16,16,16,0.00K,-0.11%
2015-06-16,16,16,16,16,8.26K,-0.73%
2015-06-15,16,16,16,16,0.00K,0.58%
2015-06-14,16,16,16,16,-,1.04%
2015-06-12,16,16,16,16,0.01K,-0.85%
2015-06-11,16,16,16,16,0.01K,0.01%
2015-06-10,16,16,16,16,45.25K,0.02%
2015-06-09,16,16,16,16,0.00K,-0.01%
2015-06-08,16,16,16,16,0.02K,-0.26%
2015-06-07,16,16,16,16,-,0.14%
2015-06-05,16,16,16,16,0.01K,-0.73%
2015-06-04,16,16,16,16,0.01K,-2.28%
2015-06-03,16,16,16,16,0.00K,-1.90%
2015-06-02,17,17,17,17,41.68K,0.71%
2015-06-01,17,17,17,17,0.02K,-0.23%
2015-05-31,17,17,17,17,-,0.11%
2015-05-29,17,17,17,17,0.02K,0.19%
2015-05-28,17,17,17,17,0.07K,0.09%
2015-05-27,17,17,17,17,0.16K,-0.57%
2015-05-26,17,17,17,17,0.11K,-2.17%
2015-05-25,17,17,17,17,-,0.47%
2015-05-24,17,17,17,17,-,-0.03%
2015-05-22,17,17,17,17,0.02K,-0.47%
2015-05-21,17,17,17,17,0.01K,0.11%
2015-05-20,17,17,17,17,0.01K,0.25%
2015-05-19,17,17,17,17,0.02K,-3.74%
2015-05-18,18,18,18,18,0.22K,0.87%
2015-05-17,18,18,18,18,-,0.09%
2015-05-15,18,17,18,17,0.04K,0.55%
2015-05-14,17,17,17,17,0.02K,1.41%
2015-05-13,17,17,17,17,0.14K,4.22%
2015-05-12,17,16,17,16,0.03K,1.30%
2015-05-11,16,16,16,16,0.24K,-1.03%
2015-05-10,16,16,16,16,-,0.16%
2015-05-08,16,16,16,16,0.07K,1.04%
2015-05-07,16,16,16,16,0.10K,-1.29%
2015-05-06,16,17,17,16,0.10K,-0.44%
2015-05-05,17,16,17,16,0.05K,0.85%
2015-05-04,16,16,17,16,0.07K,1.50%
2015-05-03,16,16,16,16,-,0.40%
2015-05-01,16,16,16,16,0.73K,-0.08%
2015-04-30,16,17,17,16,2.48K,-3.28%
2015-04-29,17,17,17,16,16.43K,0.50%
2015-04-28,17,17,17,17,0.05K,1.20%
2015-04-27,16,16,16,16,0.07K,3.93%
2015-04-26,16,16,16,16,-,0.89%
2015-04-24,16,16,16,16,33.27K,-1.22%
2015-04-23,16,16,16,16,20.78K,0.21%
2015-04-22,16,16,16,16,21.23K,-1.32%
2015-04-21,16,16,16,16,0.00K,0.75%
2015-04-20,16,16,16,16,14.05K,-2.64%
2015-04-19,16,16,16,16,-,0.57%
2015-04-17,16,16,16,16,11.63K,-0.34%
2015-04-16,16,16,16,16,0.01K,0.04%
2015-04-15,16,16,16,16,12.73K,0.73%
2015-04-14,16,16,16,16,0.02K,-0.79%
2015-04-13,16,16,16,16,35.54K,-1.09%
2015-04-12,16,16,16,16,-,0.55%
2015-04-10,16,16,16,16,0.01K,1.27%
2015-04-09,16,16,16,16,0.10K,-1.68%
2015-04-08,16,16,16,16,0.00K,-2.29%
2015-04-07,17,17,17,17,0.20K,-1.58%
2015-04-06,17,17,17,17,0.02K,0.13%
2015-04-05,17,17,17,17,-,2.31%
2015-04-03,17,17,17,17,-,0.00%
2015-04-02,17,17,17,17,38.40K,-2.10%
2015-04-01,17,17,17,17,0.05K,2.79%
2015-03-31,17,17,17,17,0.02K,-0.46%
2015-03-30,17,17,17,17,0.01K,-1.50%
2015-03-29,17,17,17,17,-,-0.83%
2015-03-27,17,17,17,17,0.01K,-0.41%
2015-03-26,17,17,17,17,0.10K,0.84%
2015-03-25,17,17,17,17,0.15K,0.10%
2015-03-24,17,17,17,17,0.30K,0.54%
2015-03-23,17,17,17,17,0.15K,0.44%
2015-03-22,17,17,17,17,-,-0.41%
2015-03-20,17,16,17,16,0.09K,4.78%
2015-03-19,16,16,16,16,0.01K,3.69%
2015-03-18,16,15,16,15,0.02K,-0.24%
2015-03-17,16,15,16,15,0.04K,-0.25%
2015-03-16,16,16,16,16,0.07K,0.10%
2015-03-15,16,16,16,16,-,0.70%
2015-03-13,15,16,16,15,0.06K,-0.10%
2015-03-12,15,16,16,15,0.09K,0.96%
2015-03-11,15,16,16,15,0.16K,-1.72%
2015-03-10,16,16,16,16,0.11K,-0.90%
2015-03-09,16,16,16,16,0.07K,-0.56%
2015-03-08,16,16,16,16,-,0.37%
2015-03-06,16,16,16,16,0.11K,-2.16%
2015-03-05,16,16,16,16,0.06K,0.00%
2015-03-04,16,16,16,16,0.23K,-0.77%
2015-03-03,16,16,17,16,0.29K,-0.91%
2015-03-02,16,17,17,16,0.27K,-1.30%
2015-03-01,17,17,17,17,-,0.67%
2015-02-27,17,17,17,16,1.70K,-0.42%
2015-02-26,17,17,17,16,17.62K,0.97%
2015-02-25,16,16,16,16,40.96K,1.50%
2015-02-24,16,16,16,16,23.03K,-0.40%
2015-02-23,16,16,16,16,0.02K,-0.03%
2015-02-22,16,16,16,16,-,-0.07%
2015-02-20,16,16,16,16,0.01K,-0.66%
2015-02-19,16,16,16,16,0.01K,0.74%
2015-02-18,16,16,16,16,22.35K,-0.68%
2015-02-17,16,16,16,16,21.76K,-5.26%
2015-02-16,17,17,17,17,-,-0.21%
2015-02-15,17,17,17,17,-,0.17%
2015-02-13,17,17,17,17,0.02K,2.98%
2015-02-12,17,17,17,17,0.02K,0.20%
2015-02-11,17,17,17,17,0.00K,-0.66%
2015-02-10,17,17,17,17,10.61K,-1.16%
2015-02-09,17,17,17,17,0.00K,1.88%
2015-02-08,17,17,17,17,-,0.37%
2015-02-06,17,17,17,17,9.28K,-2.92%
2015-02-05,17,17,17,17,0.01K,-1.15%
2015-02-04,17,17,18,17,0.04K,0.43%
2015-02-03,17,17,18,17,0.02K,0.41%
2015-02-02,17,17,17,17,0.00K,0.36%
2015-02-01,17,17,17,17,-,-0.11%
2015-01-30,17,17,17,17,0.02K,2.59%
2015-01-29,17,17,17,17,0.03K,-7.25%
2015-01-28,18,18,18,18,0.00K,0.00%
2015-01-27,18,18,18,18,0.01K,0.56%
2015-01-26,18,18,18,18,1.52K,-2.31%
2015-01-25,18,18,18,18,-,0.59%
2015-01-23,18,18,18,18,0.02K,-0.34%
2015-01-22,18,18,18,18,1.31K,0.92%
2015-01-21,18,18,18,18,0.02K,1.29%
2015-01-20,18,18,18,18,0.02K,1.38%
2015-01-19,18,18,18,18,-,-0.60%
2015-01-18,18,18,18,18,-,0.40%
2015-01-16,18,17,18,17,0.11K,3.90%
2015-01-15,17,17,17,17,0.08K,0.69%
2015-01-14,17,17,17,17,0.01K,-0.99%
2015-01-13,17,17,17,17,0.48K,3.57%
2015-01-12,17,17,17,17,25.30K,-0.63%
2015-01-11,17,17,17,17,-,1.55%
2015-01-09,16,16,16,16,33.06K,0.21%
2015-01-08,16,16,16,16,0.00K,-0.96%
2015-01-07,17,16,17,16,0.01K,-0.56%
2015-01-06,17,17,17,17,0.00K,2.62%
2015-01-05,16,16,16,16,47.13K,2.79%
2015-01-04,16,16,16,16,-,0.04%
2015-01-02,16,16,16,16,0.01K,-0.50%
2015-01-01,16,16,16,16,-,1.59%
2014-12-31,16,16,16,16,0.02K,-4.16%
2014-12-30,16,16,16,16,0.08K,3.15%
2014-12-29,16,16,16,16,0.06K,-1.97%
2014-12-28,16,16,16,16,-,-0.32%
2014-12-26,16,16,16,16,0.00K,1.94%
2014-12-25,16,16,16,16,-,0.84%
2014-12-24,16,16,16,16,0.00K,-0.36%
2014-12-23,16,16,16,16,0.01K,0.52%
2014-12-22,16,16,16,16,0.07K,-2.71%
2014-12-21,16,16,16,16,-,0.59%
2014-12-19,16,16,16,16,0.00K,0.61%
2014-12-18,16,16,16,16,0.00K,0.02%
2014-12-17,16,16,16,16,0.03K,1.12%
2014-12-16,16,16,16,16,0.08K,-4.91%
2014-12-15,17,17,17,17,0.04K,-3.06%
2014-12-14,17,17,17,17,-,0.17%
2014-12-12,17,17,17,17,0.49K,-0.23%
2014-12-11,17,17,17,17,0.03K,-0.43%
2014-12-10,17,17,17,17,0.06K,0.30%
2014-12-09,17,16,17,16,0.18K,5.33%
2014-12-08,16,16,16,16,0.22K,-0.10%
2014-12-07,16,16,16,16,-,0.23%
2014-12-05,16,16,16,16,0.24K,-1.96%
2014-12-04,17,16,17,16,0.08K,0.98%
2014-12-03,16,16,17,16,0.09K,-0.30%
2014-12-02,16,16,16,16,0.51K,-1.44%
2014-12-01,17,15,17,14,1.95K,12.81%
2014-11-30,15,15,15,14,-,-4.72%
2014-11-28,15,16,17,15,5.09K,-4.69%
2014-11-27,16,17,17,16,-,-1.79%
2014-11-26,17,17,17,16,23.49K,-0.04%
2014-11-25,17,17,17,17,50.84K,1.08%
2014-11-24,16,16,17,16,0.10K,-0.52%
2014-11-23,16,16,17,16,-,0.43%
2014-11-21,16,16,16,16,0.00K,1.60%
2014-11-20,16,16,16,16,0.00K,-0.96%
2014-11-19,16,16,16,16,24.70K,0.74%
2014-11-18,16,16,16,16,0.00K,0.73%
2014-11-17,16,16,16,16,11.11K,-1.07%
2014-11-16,16,16,16,16,-,-0.51%
2014-11-14,16,16,16,16,0.01K,4.44%
2014-11-13,16,16,16,16,0.01K,-0.01%
2014-11-12,16,16,16,16,0.04K,-0.29%
2014-11-11,16,16,16,16,43.83K,0.04%
2014-11-10,16,16,16,16,0.06K,-0.21%
2014-11-09,16,16,16,16,-,-0.06%
2014-11-07,16,15,15,15,0.03K,1.99%
2014-11-06,15,15,15,15,0.00K,-0.17%
2014-11-05,15,15,15,15,0.03K,-3.20%
2014-11-04,16,16,16,16,0.02K,-1.53%
2014-11-03,16,16,16,16,0.05K,1.39%
2014-11-02,16,16,16,16,-,-0.77%
2014-10-31,16,16,16,16,0.02K,-1.92%
2014-10-30,16,16,16,16,0.49K,-4.81%
2014-10-29,17,17,17,17,32.28K,0.20%
2014-10-28,17,17,17,17,31.47K,0.41%
2014-10-27,17,17,17,17,20.80K,-0.20%
2014-10-26,17,17,17,17,-,0.08%
2014-10-24,17,17,17,17,28.62K,0.13%
2014-10-23,17,17,17,17,0.01K,-0.42%
2014-10-22,17,17,17,17,0.02K,-1.82%
2014-10-21,18,18,18,18,0.01K,1.16%
2014-10-20,17,17,17,17,0.01K,0.21%
2014-10-19,17,17,17,17,-,-0.09%
2014-10-17,17,17,17,17,26.08K,-0.61%
2014-10-16,17,17,17,17,0.00K,-0.16%
2014-10-15,17,17,18,17,0.04K,0.36%
2014-10-14,17,18,18,18,0.01K,0.34%
2014-10-13,17,17,17,17,0.01K,-1.21%
2014-10-12,18,17,18,17,-,1.47%
2014-10-10,17,17,17,17,0.02K,-0.66%
2014-10-09,17,18,18,18,0.02K,2.07%
2014-10-08,17,17,17,17,0.08K,-1.02%
2014-10-07,17,17,17,17,0.16K,0.06%
2014-10-06,17,17,17,17,0.02K,2.54%
2014-10-05,17,17,17,17,-,-0.15%
2014-10-03,17,17,17,17,0.18K,-1.30%
2014-10-02,17,17,17,17,0.01K,-1.21%
2014-10-01,17,17,17,17,0.01K,1.20%
2014-09-30,17,17,17,17,0.05K,-2.91%
2014-09-29,18,18,18,17,0.23K,-0.17%
2014-09-28,18,18,18,18,-,0.39%
2014-09-26,17,17,17,17,38.52K,0.56%
2014-09-25,17,18,18,17,0.09K,-1.50%
2014-09-24,18,18,18,17,0.04K,-0.40%
2014-09-23,18,18,18,18,0.10K,0.08%
2014-09-22,18,18,18,18,0.20K,-0.42%
2014-09-21,18,18,18,18,-,-0.04%
2014-09-19,18,18,18,18,0.08K,-3.64%
2014-09-18,18,18,19,18,0.04K,-1.13%
2014-09-17,19,19,19,18,0.05K,0.04%
2014-09-16,19,19,19,19,0.41K,0.54%
2014-09-15,19,19,19,19,0.05K,-0.13%
2014-09-14,19,19,19,19,-,0.18%
2014-09-12,19,19,19,18,0.12K,0.07%
2014-09-11,19,19,19,19,0.10K,-1.71%
2014-09-10,19,19,19,19,0.10K,0.06%
2014-09-09,19,19,19,19,0.16K,-0.23%
2014-09-08,19,19,19,19,0.08K,-1.65%
2014-09-07,19,19,19,19,-,0.63%
2014-09-05,19,19,19,19,0.13K,0.09%
2014-09-04,19,19,19,19,0.12K,-0.23%
2014-09-03,19,19,19,19,0.13K,0.19%
2014-09-02,19,19,19,19,0.33K,-2.21%
2014-09-01,20,19,20,19,-,0.11%
2014-08-31,19,20,20,19,-,0.42%
2014-08-29,19,19,20,19,3.30K,-0.70%
2014-08-28,20,19,20,19,19.00K,0.72%
2014-08-27,19,19,19,19,0.00K,0.13%
2014-08-26,19,20,20,20,0.00K,0.17%
2014-08-25,19,19,19,19,0.00K,-0.12%
2014-08-22,19,19,19,19,21.23K,-0.15%
2014-08-21,19,19,19,19,0.01K,-0.42%
2014-08-20,19,19,19,19,0.00K,0.44%
2014-08-19,19,19,19,19,0.01K,-1.09%
2014-08-18,20,20,20,20,0.00K,0.41%
2014-08-17,20,20,20,20,-,0.15%
2014-08-15,19,20,20,20,0.01K,-1.92%
2014-08-14,20,20,20,20,0.01K,0.31%
2014-08-13,20,20,20,20,48.70K,-0.30%
2014-08-12,20,20,20,20,43.74K,-0.95%
2014-08-11,20,20,20,20,31.06K,0.86%
2014-08-10,20,20,20,20,-,-0.07%
2014-08-08,20,20,20,20,0.00K,-0.25%
